0.2000, -0.2050
0.2060, -0.2050
0.2120, -0.2050
0.2179, -0.2050
0.2237, -0.2050
0.2294, -0.2050
0.2351, -0.2050
0.2407, -0.2050
0.2463, -0.2050
0.2517, -0.2050
0.2571, -0.2050
0.2624, -0.2050
0.2677, -0.2050
0.2728, -0.2050
0.2779, -0.2050
0.2828, -0.2050
0.2877, -0.2050
0.2925, -0.2050
0.2973, -0.2050
0.3019, -0.2050
0.3064, -0.2050
0.3109, -0.2050
0.3152, -0.2050
0.3195, -0.2050
0.3236, -0.2050
0.3277, -0.2050
0.3316, -0.2050
0.3355, -0.2050
0.3392, -0.2050
0.3429, -0.2050
0.3464, -0.2050
0.3498, -0.2050
0.3532, -0.2050
0.3564, -0.2050
0.3595, -0.2050
0.3625, -0.2050
0.3654, -0.2050
0.3682, -0.2050
0.3709, -0.2050
0.3734, -0.2050
0.3759, -0.2050
0.3782, -0.2050
0.3804, -0.2050
0.3825, -0.2050
0.3845, -0.2050
0.3864, -0.2050
0.3881, -0.2050
0.3897, -0.2050
0.3913, -0.2050
0.3927, -0.2050
0.3939, -0.2050
0.3951, -0.2050
0.3961, -0.2050
0.3970, -0.2050
0.3978, -0.2050
0.3985, -0.2050
0.3990, -0.2050
0.3995, -0.2050
0.3998, -0.2050
0.3999, -0.2050
0.4000, -0.2050
0.3999, -0.2050
0.3998, -0.2050
0.3995, -0.2050
0.3990, -0.2050
0.3985, -0.2050
0.3978, -0.2050
0.3970, -0.2050
0.3961, -0.2050
0.3951, -0.2050
0.3939, -0.2050
0.3927, -0.2050
0.3913, -0.2050
0.3897, -0.2050
0.3881, -0.2050
0.3864, -0.2050
0.3845, -0.2050
0.3825, -0.2050
0.3804, -0.2050
0.3782, -0.2050
0.3759, -0.2050
0.3734, -0.2050
0.3709, -0.2050
0.3682, -0.2050
0.3654, -0.2050
0.3625, -0.2050
0.3595, -0.2050
0.3564, -0.2050
0.3532, -0.2050
0.3498, -0.2050
0.3464, -0.2050
0.3429, -0.2050
0.3392, -0.2050
0.3355, -0.2050
0.3316, -0.2050
0.3277, -0.2050
0.3236, -0.2050
0.3195, -0.2050
0.3152, -0.2050
0.3109, -0.2050
0.3064, -0.2050
0.3019, -0.2050
0.2973, -0.2050
0.2925, -0.2050
0.2877, -0.2050
0.2828, -0.2050
0.2779, -0.2050
0.2728, -0.2050
0.2677, -0.2050
0.2624, -0.2050
0.2571, -0.2050
0.2517, -0.2050
0.2463, -0.2050
0.2407, -0.2050
0.2351, -0.2050
0.2294, -0.2050
0.2237, -0.2050
0.2179, -0.2050
0.2120, -0.2050
0.2060, -0.2050
0.2000, -0.2050
0.1939, -0.2050
0.1878, -0.2050
0.1816, -0.2050
0.1753, -0.2050
0.1690, -0.2050
0.1627, -0.2050
0.1563, -0.2050
0.1498, -0.2050
0.1433, -0.2050
0.1368, -0.2050
0.1302, -0.2050
0.1236, -0.2050
0.1169, -0.2050
0.1103, -0.2048
0.1035, -0.2043
0.0968, -0.2037
0.0900, -0.2020
0.0832, -0.2006
0.0763, -0.1976
0.0695, -0.1951
0.0626, -0.1887
0.0557, -0.1849
0.0487, -0.1765
0.0418, -0.1719
0.0349, -0.1644
0.0279, -0.1593
0.0209, -0.1488
0.0140, -0.1436
0.0070, -0.1357
0.0000, -0.1306
-0.0070, -0.1204
-0.0140, -0.1155
-0.0209, -0.1060
-0.0279, -0.1014
-0.0349, -0.0949
-0.0418, -0.0907
-0.0487, -0.0827
-0.0557, -0.0790
-0.0626, -0.0739
-0.0695, -0.0707
-0.0763, -0.0677
-0.0832, -0.0624
-0.0900, -0.0600
-0.0968, -0.0568
-0.1035, -0.0550
-0.1103, -0.0517
-0.1169, -0.0505
