-48.723526,-78.52774,247.24486
[-36.889786  -72.41799   234.30804     0.9151066],[-47.576645  -87.00748   223.25511     0.9572065],[-44.36641    -26.369942   250.96689      0.75444967],[-26.056305  -67.21356   222.94453     0.8715734],[-22.93219   -42.701515  225.31499     0.8970275],[-37.658783  -30.480156  228.25038     0.7816825],[-36.80356    -25.024391   247.08601      0.79923016],[-36.49228      4.961014   258.07303      0.75128895],[-19.038437    33.4998     273.14297      0.57680666],[-48.723526  -78.52774   247.24486     0.8560596],[-55.725525   -55.760986   261.49408      0.46461272],[-60.238586  -33.985977  254.5037      0.4672536],[-53.61133   -28.524986  262.01273     0.7096692],[-46.1821       7.505493   279.91022      0.52518034],[-34.805206    39.067307   297.8027       0.32630426],[-46.851105   -90.89567    219.85056      0.40270495],[-41.59503    -89.31181    220.57555      0.93748724],[-48.907616 -96.4131   225.0011     0.      ],[-36.693146   -92.59735    233.05902      0.93918025]
178.25208,-180.80455,617.2033
[ 191.40924   -183.93544    627.8911       0.9409717],[ 202.013      -185.4367      615.0857        0.92919904],[ 188.09003    -144.70958     642.8671        0.75427586],[ 204.25562   -181.63795    636.5422       0.9418267],[ 2.1571875e+02 -1.6204492e+02  6.4026404e+02  6.2599289e-01],[ 2.0392108e+02 -1.5242993e+02  6.2089557e+02  5.9556663e-01],[ 198.48077   -143.78023    651.08844      0.7577771],[ 2.2183331e+02 -1.4039978e+02  6.5841217e+02  6.0443997e-01],[ 2.3511499e+02 -8.9191360e+01  6.6790881e+02  5.8976644e-01],[ 178.25208  -180.80455   617.2033      0.920345],[ 168.84369   -161.94963    619.00195      0.7849676],[ 193.59375   -152.13988    619.714        0.7147343],[ 179.1557    -146.59552    639.1223       0.7507746],[ 200.25452    -136.69446     641.0359        0.68403214],[192.88824   -96.79735   650.87177     0.6923933],[ 192.3122    -190.35129    599.3217       0.8800133],[ 189.26796 -144.57338  576.0062     0.     ],[ 190.14679   -193.32352    608.6799       0.8591919],[ 207.64514 -206.25288  613.0119     0.     ]
-48.574554,-78.28764,246.4889
[-36.82466    -72.290146   233.89441      0.91586745],[-47.416733   -86.715065   222.50479      0.97048116],[-44.63246    -26.528069   252.47182      0.74850845],[-26.016235  -67.11024   222.60182     0.8788922],[-24.692398   -42.804863   225.86032      0.89937526],[-39.648163  -30.686546  229.7959      0.7793237],[-36.971207   -25.138382   248.21155      0.80001295],[-36.847366    6.9872894 260.58426     0.7446221],[-19.279434    33.92386    276.60037      0.55933166],[-48.574554  -78.28764   246.4889      0.8554671],[-57.763245   -55.8229     261.78445      0.45725358],[-60.33972    -34.043037   254.93098      0.49428827],[-53.882065  -28.66903   263.3359      0.6970039],[-44.411423     7.563736   282.08228      0.49291518],[-3.5198471e+01  3.9508698e+01  3.0116739e+02  2.9040360e-01],[-46.67932    -90.56238    219.04443      0.42834792],[-43.26741    -88.899826   219.55804      0.94724274],[-48.911808 -95.83891  224.06813    0.      ],[-36.516815  -92.15241   231.93916     0.9384881]
178.40338,-180.95801,617.7272
[ 191.4704     -183.99428     628.092         0.95894694],[ 201.41833   -189.54602    613.27515      0.8974724],[ 194.10565   -145.35387    645.7293       0.7879231],[ 208.6355    -186.0911     635.24976      0.9169446],[ 221.3067   -168.08632   642.4576      0.680286],[ 2.1626807e+02 -1.5413237e+02  6.2783002e+02  5.4787683e-01],[ 204.14862   -144.31303    653.50116      0.7302451],[ 2.2301898e+02 -1.4115021e+02  6.6193134e+02  5.8180612e-01],[ 2.2790613e+02 -9.5464737e+01  6.7643658e+02  5.5291432e-01],[ 178.40338    -180.95801     617.7272        0.96103054],[ 169.48645   -162.56615    621.3584       0.8451087],[ 192.86078    -151.56383     617.36755       0.81651384],[ 185.48889  -147.31541   642.2609      0.845601],[ 201.19257    -132.44609     644.0386        0.68630767],[189.54529    -92.62378    656.3063       0.75948125],[ 194.05927   -192.0805     604.7662       0.8749828],[ 199.4717  -168.50539  595.0712     0.     ],[ 190.0075    -193.18188    608.2339       0.9101567],[ 207.0729  -206.56668  612.0932     0.     ]
-48.56166,-78.266846,246.42346
[-36.775696   -72.19403    233.58342      0.91873705],[-47.28798    -86.47958    221.90056      0.96782273],[-44.750717   -26.598358   253.14078      0.76277876],[-25.950577  -66.94087   222.04004     0.8754085],[-24.70105    -42.819878   225.93951      0.90321285],[-38.041473   -30.78991    230.56992      0.76853305],[-36.859726  -25.062576  247.46304     0.8053329],[-36.70723      4.9902344  259.59317      0.74568546],[-19.19429    33.774033  275.37875     0.5406426],[-48.56166    -78.266846   246.42346      0.85911494],[-55.80458    -55.84008    261.86502      0.50533885],[-62.302124  -36.000267  255.08784     0.5113476],[-53.783905   -28.616814   262.85617      0.72022456],[-46.439056     7.5472717  281.46768      0.50888544],[-3.9896301e+01  4.4219772e+01  3.0017096e+02  2.8155446e-01],[-46.57817    -90.366135   218.56975      0.45417923],[-43.162964  -88.685265  219.02814     0.9431108],[-49.0905  -95.48379 223.54826   0.     ],[-36.424957   -91.92058    231.35565      0.92778724]
178.29907,-186.12416,617.36597
