[0.514, 0.036, 0.514, 0.554, 0.759, 0.161, 1.0, 0.285, 0.849, 0.429, 0.665, 0.554, 0.788, 0.751, 0.662, 1.0, 0.241, 0.161, 0.0, 0.268, 0.212, 0.446, 0.363, 0.554, 0.241, 0.765, 0.331, 1.0, 0.453, 0.0, 0.576, 0.0, 0.363, 0.0, 0.637, 0.0]
[0.475, 0.017, 0.469, 0.554, 0.859, 0.164, 1.0, 0.381, 0.763, 0.509, 0.712, 0.545, 0.898, 0.746, 0.757, 0.981, 0.045, 0.181, 0.0, 0.381, 0.237, 0.526, 0.237, 0.562, 0.0, 0.744, 0.192, 1.0, 0.379, 0.0, 0.571, 0.0, 0.237, 0.0, 0.661, 0.0]
[0.497, 0.017, 0.497, 0.554, 0.899, 0.164, 1.0, 0.381, 0.793, 0.509, 0.74, 0.545, 0.947, 0.746, 0.799, 1.0, 0.047, 0.181, 0.0, 0.381, 0.249, 0.526, 0.249, 0.562, 0.047, 0.746, 0.201, 1.0, 0.396, 0.0, 0.598, 0.0, 0.249, 0.0, 0.698, 0.0]
[0.444, 0.017, 0.497, 0.562, 0.899, 0.164, 1.0, 0.381, 0.846, 0.509, 0.746, 0.562, 0.947, 0.746, 0.799, 0.981, 0.047, 0.181, 0.0, 0.381, 0.249, 0.526, 0.249, 0.562, 0.047, 0.746, 0.201, 1.0, 0.391, 0.0, 0.598, 0.0, 0.249, 0.0, 0.692, 0.0]
[0.497, 0.037, 0.491, 0.562, 0.899, 0.162, 1.0, 0.381, 0.846, 0.506, 0.746, 0.562, 0.947, 0.744, 0.799, 0.981, 0.047, 0.181, 0.0, 0.399, 0.243, 0.526, 0.249, 0.562, 0.047, 0.746, 0.201, 1.0, 0.396, 0.0, 0.598, 0.0, 0.249, 0.0, 0.698, 0.0]
[0.497, 0.037, 0.497, 0.562, 0.899, 0.164, 1.0, 0.381, 0.84, 0.509, 0.746, 0.56, 0.947, 0.746, 0.799, 0.978, 0.047, 0.181, 0.0, 0.399, 0.249, 0.526, 0.249, 0.56, 0.047, 0.744, 0.201, 1.0, 0.396, 0.0, 0.598, 0.0, 0.249, 0.0, 0.698, 0.0]
[0.5, 0.037, 0.5, 0.562, 0.9, 0.164, 1.0, 0.381, 0.847, 0.509, 0.747, 0.562, 0.947, 0.746, 0.8, 0.981, 0.053, 0.181, 0.0, 0.397, 0.253, 0.524, 0.253, 0.562, 0.053, 0.746, 0.206, 1.0, 0.4, 0.0, 0.6, 0.0, 0.253, 0.0, 0.694, 0.0]
[0.497, 0.037, 0.497, 0.56, 0.899, 0.164, 1.0, 0.399, 0.846, 0.509, 0.746, 0.562, 0.899, 0.746, 0.799, 0.981, 0.047, 0.181, 0.0, 0.399, 0.249, 0.524, 0.249, 0.562, 0.047, 0.746, 0.201, 1.0, 0.396, 0.0, 0.598, 0.0, 0.249, 0.0, 0.698, 0.0]
[0.497, 0.015, 0.497, 0.56, 0.899, 0.164, 1.0, 0.399, 0.799, 0.509, 0.74, 0.562, 0.947, 0.744, 0.799, 0.981, 0.047, 0.181, 0.0, 0.399, 0.249, 0.526, 0.249, 0.562, 0.047, 0.746, 0.201, 1.0, 0.396, 0.0, 0.598, 0.0, 0.249, 0.0, 0.698, 0.0]
[0.497, 0.037, 0.491, 0.562, 0.899, 0.164, 1.0, 0.397, 0.846, 0.509, 0.746, 0.562, 0.947, 0.726, 0.793, 0.981, 0.047, 0.181, 0.0, 0.399, 0.249, 0.526, 0.249, 0.562, 0.047, 0.746, 0.201, 1.0, 0.396, 0.0, 0.598, 0.0, 0.296, 0.0, 0.698, 0.0]
[0.525, 0.037, 0.475, 0.562, 0.859, 0.162, 1.0, 0.381, 0.763, 0.509, 0.712, 0.56, 0.898, 0.746, 0.757, 1.0, 0.045, 0.181, 0.0, 0.381, 0.237, 0.526, 0.237, 0.562, 0.0, 0.746, 0.192, 1.0, 0.429, 0.0, 0.571, 0.0, 0.288, 0.0, 0.712, 0.0]
[0.525, 0.037, 0.469, 0.562, 0.859, 0.164, 1.0, 0.381, 0.808, 0.509, 0.712, 0.56, 0.904, 0.746, 0.763, 0.981, 0.045, 0.181, 0.0, 0.381, 0.237, 0.526, 0.237, 0.562, 0.0, 0.746, 0.192, 1.0, 0.429, 0.0, 0.621, 0.0, 0.282, 0.0, 0.712, 0.0]
[0.548, 0.037, 0.5, 0.562, 0.86, 0.164, 1.0, 0.381, 0.812, 0.506, 0.726, 0.562, 0.909, 0.746, 0.774, 0.981, 0.091, 0.181, 0.0, 0.379, 0.274, 0.526, 0.274, 0.562, 0.048, 0.763, 0.231, 1.0, 0.457, 0.0, 0.64, 0.0, 0.323, 0.0, 0.726, 0.0]
[0.591, 0.017, 0.495, 0.562, 0.866, 0.164, 1.0, 0.379, 0.774, 0.509, 0.726, 0.562, 0.909, 0.746, 0.774, 0.981, 0.091, 0.181, 0.0, 0.381, 0.231, 0.526, 0.274, 0.562, 0.048, 0.763, 0.231, 1.0, 0.457, 0.0, 0.64, 0.0, 0.323, 0.0, 0.726, 0.0]
[0.591, 0.019, 0.5, 0.563, 0.909, 0.183, 1.0, 0.383, 0.774, 0.51, 0.726, 0.563, 0.909, 0.746, 0.774, 0.981, 0.091, 0.183, 0.0, 0.383, 0.14, 0.51, 0.274, 0.563, 0.091, 0.763, 0.231, 1.0, 0.457, 0.0, 0.64, 0.002, 0.323, 0.002, 0.726, 0.002]
[0.567, 0.037, 0.479, 0.562, 0.871, 0.181, 1.0, 0.362, 0.784, 0.509, 0.696, 0.56, 0.83, 0.746, 0.742, 0.981, 0.134, 0.181, 0.0, 0.362, 0.088, 0.489, 0.263, 0.562, 0.046, 0.763, 0.222, 1.0, 0.479, 0.0, 0.613, 0.0, 0.351, 0.0, 0.742, 0.0]
[0.561, 0.037, 0.481, 0.554, 0.84, 0.164, 1.0, 0.345, 0.882, 0.455, 0.679, 0.545, 0.802, 0.746, 0.722, 0.981, 0.165, 0.181, 0.0, 0.343, 0.123, 0.472, 0.283, 0.562, 0.085, 0.763, 0.245, 1.0, 0.481, 0.0, 0.604, 0.0, 0.363, 0.0, 0.722, 0.0]
