[0.925, 0.1, 0.224, 0.429, 0.632, 0.059, 0.741, 0.261, 1.0, 0.4, 0.373, 0.441, 0.482, 0.72, 0.518, 0.979, 0.408, 0.081, 0.518, 0.4, 0.965, 0.441, 0.075, 0.419, 0.075, 0.739, 0.0, 1.0, 0.961, 0.059, 0.846, 0.014, 0.816, 0.0, 0.772, 0.019]
[0.902, 0.098, 0.205, 0.444, 0.623, 0.098, 0.762, 0.269, 1.0, 0.344, 0.348, 0.444, 0.451, 0.692, 0.484, 0.961, 0.348, 0.098, 0.484, 0.385, 0.934, 0.424, 0.07, 0.444, 0.07, 0.731, 0.0, 1.0, 0.902, 0.059, 0.758, 0.021, 0.762, 0.0, 0.713, 0.025]
[0.898, 0.1, 0.208, 0.452, 0.62, 0.1, 0.759, 0.276, 1.0, 0.353, 0.347, 0.452, 0.449, 0.705, 0.482, 0.979, 0.347, 0.1, 0.482, 0.392, 0.927, 0.432, 0.069, 0.452, 0.069, 0.745, 0.0, 1.0, 0.898, 0.06, 0.755, 0.023, 0.755, 0.0, 0.718, 0.03]
[0.898, 0.098, 0.208, 0.443, 0.62, 0.098, 0.759, 0.272, 1.0, 0.345, 0.347, 0.445, 0.449, 0.694, 0.482, 0.963, 0.347, 0.096, 0.482, 0.368, 0.927, 0.425, 0.069, 0.445, 0.069, 0.733, 0.0, 1.0, 0.898, 0.059, 0.755, 0.025, 0.759, 0.0, 0.718, 0.03]
[0.898, 0.098, 0.208, 0.445, 0.62, 0.098, 0.722, 0.272, 1.0, 0.347, 0.347, 0.445, 0.449, 0.694, 0.482, 0.963, 0.347, 0.098, 0.482, 0.368, 0.931, 0.425, 0.069, 0.443, 0.069, 0.733, 0.0, 1.0, 0.898, 0.059, 0.759, 0.021, 0.759, 0.0, 0.718, 0.03]
[0.898, 0.098, 0.208, 0.444, 0.62, 0.098, 0.722, 0.269, 1.0, 0.346, 0.347, 0.444, 0.449, 0.692, 0.482, 0.961, 0.347, 0.096, 0.482, 0.367, 0.927, 0.424, 0.069, 0.444, 0.069, 0.752, 0.0, 1.0, 0.898, 0.057, 0.755, 0.023, 0.759, 0.0, 0.718, 0.027]
[0.898, 0.098, 0.208, 0.444, 0.62, 0.098, 0.718, 0.271, 1.0, 0.344, 0.347, 0.444, 0.449, 0.692, 0.482, 0.961, 0.347, 0.098, 0.482, 0.367, 0.931, 0.424, 0.069, 0.444, 0.069, 0.752, 0.0, 1.0, 0.898, 0.059, 0.751, 0.021, 0.759, 0.0, 0.718, 0.025]
[0.898, 0.079, 0.208, 0.43, 0.588, 0.058, 0.722, 0.235, 1.0, 0.353, 0.347, 0.433, 0.449, 0.686, 0.482, 0.96, 0.347, 0.079, 0.482, 0.372, 0.931, 0.412, 0.069, 0.433, 0.069, 0.726, 0.0, 1.0, 0.898, 0.058, 0.755, 0.0, 0.759, 0.0, 0.722, 0.005]
[0.898, 0.079, 0.208, 0.433, 0.588, 0.058, 0.722, 0.235, 1.0, 0.353, 0.347, 0.43, 0.449, 0.686, 0.482, 0.958, 0.347, 0.079, 0.482, 0.372, 0.927, 0.412, 0.069, 0.433, 0.069, 0.723, 0.0, 1.0, 0.898, 0.058, 0.763, 0.002, 0.759, 0.0, 0.727, 0.007]
[0.894, 0.081, 0.208, 0.434, 0.588, 0.06, 0.722, 0.237, 1.0, 0.355, 0.347, 0.434, 0.449, 0.687, 0.482, 0.961, 0.347, 0.081, 0.482, 0.374, 0.931, 0.413, 0.069, 0.434, 0.069, 0.726, 0.0, 1.0, 0.898, 0.058, 0.763, 0.005, 0.759, 0.0, 0.727, 0.012]
[0.898, 0.081, 0.208, 0.432, 0.588, 0.06, 0.718, 0.258, 1.0, 0.355, 0.347, 0.434, 0.449, 0.687, 0.482, 0.961, 0.347, 0.079, 0.482, 0.374, 0.931, 0.413, 0.069, 0.434, 0.037, 0.747, 0.0, 1.0, 0.898, 0.058, 0.763, 0.0, 0.759, 0.002, 0.722, 0.007]
[0.902, 0.083, 0.209, 0.435, 0.59, 0.062, 0.725, 0.259, 1.0, 0.356, 0.348, 0.435, 0.451, 0.688, 0.484, 0.961, 0.348, 0.1, 0.484, 0.375, 0.934, 0.414, 0.07, 0.435, 0.037, 0.727, 0.0, 1.0, 0.902, 0.062, 0.758, 0.0, 0.762, 0.005, 0.717, 0.007]
[0.898, 0.098, 0.208, 0.444, 0.62, 0.098, 0.722, 0.269, 1.0, 0.367, 0.347, 0.442, 0.449, 0.692, 0.482, 0.961, 0.347, 0.098, 0.482, 0.385, 0.931, 0.424, 0.069, 0.442, 0.037, 0.731, 0.0, 1.0, 0.894, 0.057, 0.763, 0.021, 0.759, 0.0, 0.722, 0.027]
[0.898, 0.098, 0.208, 0.442, 0.62, 0.098, 0.722, 0.271, 1.0, 0.364, 0.347, 0.444, 0.449, 0.69, 0.482, 0.961, 0.347, 0.098, 0.482, 0.383, 0.931, 0.424, 0.069, 0.442, 0.037, 0.731, 0.0, 1.0, 0.898, 0.059, 0.759, 0.018, 0.759, 0.0, 0.714, 0.027]
