0.534,0.032,0.245,0.527,0.419,0.149,0.65,0.298,1,0.405,0.35,0.522,0.303,0.66,0.256,0.777,0.069,0.19,0.397,0.372,0.906,0.501,0.14,0.532,0.094,0.798,0,1,0.466,0,0.405,0.047,0.278,0.021,0.339,0.05,3
0.534,0.02,0.256,0.522,0.419,0.129,0.65,0.269,1,0.386,0.35,0.517,0.325,0.645,0.278,0.764,0.094,0.172,0.419,0.355,0.884,0.462,0.163,0.527,0.094,0.786,0,1,0.466,0,0.413,0.037,0.303,0,0.331,0.051,3
0.534,0.02,0.256,0.515,0.419,0.129,0.65,0.269,1,0.386,0.35,0.517,0.325,0.645,0.278,0.764,0.091,0.172,0.441,0.365,0.882,0.462,0.163,0.517,0.116,0.786,0,1,0.466,0,0.408,0.032,0.303,0,0.333,0.05,3
0.534,0.032,0.256,0.527,0.419,0.139,0.65,0.288,1,0.405,0.35,0.522,0.325,0.66,0.278,0.767,0.094,0.182,0.419,0.362,0.884,0.468,0.163,0.532,0.094,0.788,0,1,0.488,0,0.413,0.045,0.303,0.011,0.336,0.059,3
0.534,0.032,0.256,0.527,0.419,0.139,0.65,0.288,1,0.405,0.35,0.522,0.325,0.649,0.303,0.767,0.094,0.17,0.438,0.372,0.86,0.468,0.163,0.532,0.116,0.788,0,1,0.488,0,0.416,0.044,0.303,0.011,0.347,0.063,3
0.534,0.032,0.264,0.527,0.419,0.139,0.65,0.288,1,0.405,0.372,0.522,0.325,0.649,0.278,0.767,0.091,0.17,0.419,0.362,0.837,0.468,0.16,0.532,0.116,0.788,0,1,0.488,0,0.416,0.043,0.325,0.011,0.35,0.058,3
0.523,0.032,0.249,0.527,0.404,0.139,0.641,0.277,1,0.405,0.356,0.522,0.308,0.649,0.285,0.755,0.071,0.17,0.427,0.372,0.833,0.468,0.141,0.532,0.093,0.788,0,1,0.475,0,0.401,0.04,0.308,0.011,0.333,0.057,3
0.511,0.032,0.243,0.527,0.417,0.137,0.627,0.277,1,0.405,0.348,0.522,0.301,0.649,0.116,0.883,0.069,0.17,0.395,0.362,0.815,0.468,0.138,0.532,0.091,0.788,0,1,0.464,0,0.395,0.039,0.301,0.011,0.326,0.055,3
0.511,0.033,0.254,0.528,0.417,0.14,0.627,0.278,1,0.406,0.348,0.523,0.301,0.66,0.116,0.883,0.069,0.171,0.395,0.363,0.815,0.469,0.163,0.533,0.091,0.788,0,1,0.464,0,0.392,0.039,0.301,0.013,0.331,0.054,3
0.523,0.02,0.26,0.522,0.427,0.129,0.641,0.269,1,0.386,0.356,0.515,0.308,0.645,0.26,0.764,0.071,0.161,0.404,0.355,0.833,0.462,0.167,0.527,0.093,0.786,0,1,0.475,0,0.407,0.026,0.305,0,0.345,0.043,3
0.523,0.032,0.249,0.522,0.427,0.139,0.641,0.277,1,0.393,0.356,0.522,0.308,0.649,0.257,0.767,0.071,0.17,0.404,0.362,0.808,0.458,0.141,0.522,0.093,0.788,0,1,0.475,0,0.41,0.035,0.308,0.011,0.342,0.054,3
0.523,0.032,0.26,0.527,0.427,0.139,0.641,0.276,1,0.393,0.356,0.522,0.308,0.66,0.26,0.767,0.071,0.17,0.404,0.362,0.833,0.468,0.167,0.532,0.093,0.788,0,1,0.475,0,0.412,0.035,0.308,0.011,0.342,0.05,3
0.511,0.032,0.243,0.522,0.417,0.139,0.627,0.277,1,0.393,0.348,0.522,0.301,0.66,0.254,0.767,0.069,0.169,0.395,0.362,0.79,0.468,0.138,0.522,0.091,0.788,0,1,0.464,0.011,0.489,0,0.254,0.011,0.329,0.049,3
0.523,0.043,0.249,0.522,0.424,0.139,0.641,0.277,1,0.405,0.356,0.522,0.308,0.671,0.285,0.745,0.071,0.17,0.404,0.362,0.833,0.468,0.141,0.522,0.093,0.777,0,1,0.452,0.011,0.523,0,0.26,0.011,0.331,0.05,3
0.5,0.033,0.249,0.522,0.427,0.13,0.641,0.28,1,0.399,0.356,0.517,0.237,0.743,0.141,0.882,0.071,0.162,0.404,0.355,0.808,0.462,0.141,0.527,0.119,0.775,0,1,0.452,0,0.523,0.001,0.26,0.001,0.319,0.042,3
0.512,0.032,0.267,0.522,0.441,0.129,0.65,0.279,1,0.398,0.372,0.517,0.231,0.742,0.163,0.893,0.094,0.161,0.397,0.355,0.813,0.462,0.163,0.527,0.116,0.774,0,1,0.441,0,0.534,0,0.253,0,0.342,0.038,3
0.488,0.032,0.267,0.522,0.441,0.129,0.65,0.279,1,0.398,0.372,0.517,0.231,0.742,0.163,0.893,0.091,0.159,0.372,0.355,0.791,0.462,0.163,0.527,0.116,0.786,0,1,0.441,0,0.534,0,0.256,0,0.333,0.037,3
0.488,0.033,0.267,0.522,0.441,0.13,0.65,0.28,1,0.399,0.372,0.517,0.278,0.699,0.303,0.743,0.094,0.173,0.397,0.377,0.813,0.474,0.163,0.526,0.116,0.775,0,1,0.441,0,0.512,0.001,0.256,0.001,0.333,0.037,3
0.466,0.032,0.256,0.527,0.441,0.139,0.65,0.29,1,0.398,0.35,0.527,0.278,0.709,0.14,0.871,0.069,0.172,0.397,0.376,0.837,0.483,0.163,0.527,0.094,0.774,0,1,0.419,0.01,0.512,0,0.209,0,0.317,0.038,3
0.466,0.034,0.256,0.546,0.441,0.136,0.65,0.306,1,0.42,0.35,0.546,0.278,0.739,0.14,0.92,0.069,0.181,0.372,0.398,0.813,0.511,0.163,0.546,0.094,0.795,0,1,0.397,0.011,0.488,0,0.209,0.011,0.314,0.043,3
0.466,0.034,0.267,0.534,0.419,0.127,0.65,0.287,1,0.414,0.372,0.529,0.278,0.736,0.14,0.92,0.069,0.184,0.372,0.402,0.837,0.518,0.163,0.541,0.094,0.782,0,1,0.397,0.011,0.488,0,0.207,0.011,0.317,0.034,3
0.456,0.037,0.24,0.535,0.41,0.128,0.615,0.288,1,0.404,0.342,0.53,0.251,0.735,0.135,0.908,0.067,0.174,0.342,0.39,0.752,0.518,0.137,0.541,0.092,0.781,0,1,0.388,0.001,0.477,0,0.181,0.001,0.299,0.027,3
0.453,0.036,0.24,0.547,0.41,0.128,0.615,0.291,1,0.419,0.342,0.547,0.248,0.744,0.137,0.919,0.043,0.186,0.272,0.408,0.706,0.558,0.137,0.545,0.092,0.78,0,1,0.385,0.012,0.477,0,0.183,0,0.296,0.029,3
0.456,0.035,0.237,0.546,0.41,0.127,0.615,0.287,1,0.414,0.364,0.54,0.272,0.735,0.137,0.918,0.046,0.184,0.205,0.414,0.615,0.563,0.113,0.551,0.092,0.77,0,1,0.41,0.012,0.477,0,0.202,0,0.302,0.027,3
0.456,0.035,0.237,0.563,0.41,0.139,0.615,0.287,1,0.412,0.364,0.563,0.251,0.747,0.137,0.907,0.046,0.184,0.159,0.426,0.523,0.586,0.113,0.563,0.067,0.793,0,1,0.41,0.012,0.477,0.012,0.205,0,0.313,0.035,3
0.466,0.035,0.232,0.546,0.421,0.139,0.6,0.287,1,0.414,0.355,0.54,0.266,0.735,0.134,0.918,0.024,0.196,0.024,0.435,0.355,0.61,0.111,0.551,0.089,0.77,0,1,0.421,0.012,0.489,0,0.221,0,0.318,0.033,3
0.499,0.035,0.279,0.569,0.457,0.15,0.625,0.287,1,0.426,0.395,0.563,0.309,0.735,0.207,0.895,0.084,0.207,0,0.449,0.23,0.62,0.165,0.573,0.123,0.781,0.062,1,0.457,0.012,0.521,0,0.269,0,0.358,0.029,3
0.54,0.046,0.299,0.568,0.479,0.148,0.64,0.284,1,0.421,0.4,0.568,0.32,0.75,0.218,0.908,0.121,0.205,0,0.444,0.14,0.626,0.199,0.568,0.18,0.773,0.1,1,0.479,0.012,0.54,0,0.32,0.012,0.412,0.027,3
0.55,0.034,0.304,0.558,0.49,0.139,0.647,0.278,1,0.419,0.413,0.558,0.334,0.755,0.234,0.917,0.118,0.197,0,0.43,0.1,0.628,0.197,0.558,0.176,0.791,0.118,1,0.51,0,0.55,0,0.334,0,0.42,0.019,3
0.558,0.044,0.317,0.549,0.499,0.155,0.654,0.286,1,0.408,0.424,0.549,0.346,0.737,0.251,0.879,0.134,0.198,0,0.408,0.057,0.583,0.212,0.549,0.191,0.77,0.116,1,0.499,0.012,0.576,0.012,0.346,0,0.431,0.031,3
0.556,0.033,0.323,0.556,0.499,0.145,0.648,0.278,1,0.411,0.426,0.556,0.352,0.744,0.259,0.877,0.147,0.188,0,0.389,0.055,0.567,0.222,0.555,0.185,0.8,0.147,1,0.519,0.011,0.556,0,0.352,0,0.433,0.028,3
0.545,0.045,0.317,0.556,0.489,0.145,0.653,0.278,1,0.411,0.418,0.556,0.345,0.744,0.254,0.877,0.142,0.188,0,0.389,0.034,0.567,0.218,0.556,0.181,0.789,0.144,1,0.509,0.011,0.545,0,0.345,0,0.422,0.029,3
